Customer Name,Region,Sum of Sales,Sum of Profit,Segment
Jay Fein,South,85.5,40.756,Consumer
Jay Fein,West,1630.164,225.8052,Consumer
Jay Kimmel,East,1099.91,115.338,Consumer
Jay Kimmel,South,810.56,149.3567,Consumer
Jay Kimmel,West,799.162,65.5891,Consumer
Jenna Caffey,West,1058.108,502.9244,Consumer
Jennifer Braxton,Central,323.04,-53.0364,Corporate
Jennifer Braxton,East,746.43,299.3164,Corporate
Jennifer Braxton,South,324.387,-102.3419,Corporate
Jennifer Braxton,West,397.748,12.1151,Corporate
Jennifer Ferguson,Central,73.576,28.1452,Consumer
Jennifer Ferguson,East,134.524,56.4337,Consumer
Jennifer Ferguson,West,2163.348,551.0587,Consumer
Jennifer Halladay,East,59.913,-45.9333,Consumer
Jennifer Halladay,South,193.696,3.0669,Consumer
Jennifer Halladay,West,55.672,18.7893,Consumer
Jennifer Jackson,Central,61.604,16.6564,Consumer
Jennifer Jackson,East,610.95,170.1654,Consumer
Jennifer Jackson,West,36.624,13.734,Consumer
Jennifer Patt,Central,264.033,7.3185,Corporate
Jennifer Patt,East,1371.302,418.203,Corporate
Jennifer Patt,West,33.8,4.225,Corporate
Jeremy Ellison,Central,60.44,-13.6322,Consumer
Jeremy Ellison,East,271.252,65.4034,Consumer
Jeremy Ellison,West,1056.99,224.4485,Consumer
Jeremy Farry,Central,191.968,28.7952,Consumer
Jeremy Farry,East,219.052,18.3272,Consumer
Jeremy Farry,South,14.73,7.2177,Consumer
Jeremy Farry,West,657.168,-72.4074,Consumer
Jeremy Lonsdale,Central,99.876,7.3542,Consumer
Jeremy Lonsdale,East,510.684,51.0228,Consumer
Jeremy Lonsdale,West,2563.314,533.3393,Consumer
Jeremy Pistek,Central,1830.664,424.3358,Consumer
Jeremy Pistek,South,254.956,116.0814,Consumer
Jeremy Pistek,West,1549.974,216.763,Consumer
Jessica Myrick,East,1272.118,343.0923,Consumer
Jessica Myrick,West,461.325,13.4472,Consumer
Jesus Ocampo,Central,23.55,1.1775,Home Office
Jesus Ocampo,East,570.492,113.4179,Home Office
Jesus Ocampo,West,496.796,53.0755,Home Office
Jill Fjeld,Central,651.152,101.873,Consumer
Jill Fjeld,East,899.952,158.0649,Consumer
Jill Fjeld,South,2442.378,755.9129,Consumer
Jill Fjeld,West,204.85,57.358,Consumer
Jill Matthias,East,25.06,11.7782,Consumer
Jill Matthias,South,99.872,31.8076,Consumer
Jill Matthias,West,179.016,69.5346,Consumer
Jill Stevenson,Central,257.508,-53.7226,Corporate
Jill Stevenson,East,362.242,-204.7542,Corporate
Jill Stevenson,South,783.96,78.396,Corporate
Jill Stevenson,West,13.944,4.5318,Corporate
Jim Epp,Central,438.01,158.2877,Corporate
Jim Epp,East,292.82,27.1956,Corporate
Jim Epp,South,6264.354,1358.4354,Corporate
Jim Epp,West,759.792,79.4832,Corporate
Jim Karlsson,East,1424.908,444.806,Consumer
Jim Karlsson,South,773.7,230.9727,Consumer
Jim Karlsson,West,1561.42,75.1698,Consumer
Jim Kriz,East,493.264,152.4316,Home Office
Jim Kriz,West,4267.17,1020.0987,Home Office
Jim Mitchum,East,455.055,65.9007,Corporate
Jim Mitchum,West,409.892,51.3033,Corporate
Jim Radford,East,552.56,0,Consumer
Jim Radford,West,604.098,-785.1645,Consumer
Jim Sink,East,478.044,-107.787,Corporate
Jim Sink,South,552.856,34.8962,Corporate
Jim Sink,West,100.164,18.0216,Corporate
Jocasta Rupert,South,863.88,107.985,Consumer
Joe Elijah,Central,224.736,-31.8792,Consumer
Joe Elijah,East,2588.752,315.1896,Consumer
Joe Elijah,South,2630.321,210.6888,Consumer
Joe Elijah,West,3254.034,768.2934,Consumer
Joe Kamberova,Central,1138.024,-294.382,Consumer
Joe Kamberova,East,1614.124,72.1372,Consumer
Joe Kamberova,South,1778.086,234.9781,Consumer
Joe Kamberova,West,336.966,42.315,Consumer
Joel Eaton,Central,2757.378,-375.0429,Consumer
Joel Eaton,East,765.152,81.6338,Consumer
Joel Eaton,South,2469.26,412.4702,Consumer
Joel Eaton,West,769.025,102.7356,Consumer
Joel Jenkins,Central,119.96,11.996,Home Office
Joel Jenkins,South,75.04,22.4532,Home Office
John Castell,Central,470.376,47.0376,Consumer
John Castell,East,537.302,-18.8526,Consumer
John Castell,South,1050.744,218.63,Consumer
John Castell,West,713.633,32.7542,Consumer
John Dryer,Central,50.784,10.488,Consumer
John Dryer,East,227.96,36.4736,Consumer
John Dryer,South,1801.632,-337.806,Consumer
John Dryer,West,71.976,24.2919,Consumer
John Grady,Central,209.168,18.3736,Corporate
John Grady,East,1256.97,169.1433,Corporate
John Grady,West,40.88,18.585,Corporate
John Huston,Central,293.84,44.3207,Consumer
John Huston,East,216.894,-23.0097,Consumer
John Huston,South,18.176,4.7712,Consumer
John Lee,Central,1233.61,252.8865,Consumer
John Lee,East,2870.686,-229.9283,Consumer
John Lee,South,4519.839,-172.5347,Consumer
John Lee,West,1175.788,378.4835,Consumer
John Lucas,Central,26.632,1.3316,Consumer
John Lucas,East,314.85,52.886,Consumer
John Lucas,West,2383.774,725.687,Consumer
John Murray,Central,345.324,-49.83,Consumer
John Murray,East,4769.834,1172.9227,Consumer
John Murray,South,36.27,10.881,Consumer
John Murray,West,2473.648,440.6427,Consumer
John Stevenson,Central,611.9,83.7489,Consumer
John Stevenson,East,172.11,-94.6605,Consumer
John Stevenson,South,1366.04,182.998,Consumer
John Stevenson,West,1717.97,392.8934,Consumer
Jonathan Doherty,East,3382.004,-268.7867,Corporate
Jonathan Doherty,South,2344.43,778.0227,Corporate
Jonathan Doherty,West,1884.43,541.0308,Corporate
Jonathan Howell,Central,302.293,-112.9424,Consumer
Jonathan Howell,East,5.904,1.9926,Consumer
Jonathan Howell,South,255.844,48.6603,Consumer
Jonathan Howell,West,395.436,48.735,Consumer
Joni Blumstein,Central,22.368,6.4308,Consumer
Joni Blumstein,East,627.924,-365.987,Consumer
Joni Blumstein,West,250.26,72.5754,Consumer
Joni Sundaresam,Central,284.848,-309.1886,Home Office
Joni Sundaresam,East,184.321,-18.745,Home Office
Joni Wasserman,East,462.638,-169.9584,Consumer
Joni Wasserman,South,597.848,99.0851,Consumer
Joni Wasserman,West,183.6,41.2974,Consumer
Joseph Airdo,Central,477.5,114.6576,Consumer
Joseph Airdo,East,4842.745,-1007.7976,Consumer
Joseph Airdo,West,1170.781,73.7183,Consumer
Joseph Holt,Central,376.1,68.8809,Consumer
Joseph Holt,South,4297.644,-1862.3124,Consumer
Joseph Holt,West,3281.254,1148.7333,Consumer
Joy Bell-,Central,345.2128,-6.2432,Consumer
Joy Bell-,East,197.916,89.8914,Consumer
Joy Bell-,West,100.99,43.1167,Consumer
Joy Daniels,Central,110.84,12.2179,Consumer
Joy Daniels,East,245.35,0.7998,Consumer
Joy Daniels,West,29.24,13.7428,Consumer
Joy Smith,Central,1346.914,-691.9529,Consumer
Joy Smith,East,19.456,3.4048,Consumer
Joy Smith,South,1110.5,363.4222,Consumer
Joy Smith,West,39.624,13.8684,Consumer
Julia Barnett,East,540.265,-72.6731,Home Office
Julia Barnett,South,1311.97,167.6508,Home Office
Julia Barnett,West,665.88,106.5408,Home Office
Julia Dunbar,Central,483.482,102.6357,Consumer
Julia Dunbar,West,211.96,8.4784,Consumer
Julia West,Central,53.088,-108.8304,Consumer
Julia West,East,88.704,13.424,Consumer
Julia West,South,1270.379,242.5149,Consumer
Julia West,West,16.56,6.9552,Consumer
Juliana Krohn,Central,2479.96,743.988,Consumer
Juliana Krohn,South,893.09,228.8928,Consumer
Juliana Krohn,West,374.618,-386.2183,Consumer
Julie Creighton,Central,67.15,16.7875,Corporate
Julie Creighton,East,142.92,56.6044,Corporate
Julie Creighton,South,213.374,68.5069,Corporate
Julie Creighton,West,435.132,59.6964,Corporate
Julie Kriz,Central,889.536,-329.8342,Home Office
Julie Kriz,East,1099.328,143.5388,Home Office
Julie Kriz,South,799.92,239.976,Home Office
Julie Kriz,West,143.7,68.976,Home Office
Julie Prescott,Central,19.67,5.311,Home Office
Julie Prescott,East,583.848,-0.4552,Home Office
Julie Prescott,South,593.64,170.1324,Home Office
Julie Prescott,West,510.552,134.7234,Home Office
Justin Deggeller,Central,2005.36,488.6107,Corporate
Justin Deggeller,East,3257.556,597.0225,Corporate
Justin Deggeller,West,3565.1145,533.8867,Corporate
Justin Ellison,Central,2657.81,775.9808,Corporate
Justin Ellison,South,14.76,4.2804,Corporate
Justin Ellison,West,24.678,9.3864,Corporate
Justin Hirsh,East,1215.53,-169.3298,Consumer
Justin Hirsh,West,1040.864,72.3768,Consumer
Justin MacKendrick,East,250.9,37.3393,Consumer
Justin MacKendrick,South,1017.222,265.5354,Consumer
Justin MacKendrick,West,1565.804,451.2397,Consumer
Justin Ritter,Central,656.22,296.8818,Corporate
Justin Ritter,East,8.904,-6.5296,Corporate
Justin Ritter,South,717.12,152.388,Corporate
Justin Ritter,West,819.442,9.6328,Corporate
Kalyca Meade,Central,165.28,74.7862,Corporate
Kalyca Meade,East,1675.444,450.1125,Corporate
Kalyca Meade,West,420.234,110.207,Corporate
Karen Bern,Central,1347.852,475.2252,Corporate
Karen Bern,East,24.4,7.93,Corporate
Karen Bern,South,134.093,-19.4891,Corporate
Karen Bern,West,1646.27,300.2415,Corporate
Karen Carlisle,East,70.544,-11.344,Corporate
Karen Carlisle,South,2033.29,849.4193,Corporate
Karen Carlisle,West,17.12,8.0464,Corporate
Karen Daniels,Central,1639.496,-1340.5041,Consumer
Karen Daniels,East,6241.282,2283.0463,Consumer
Karen Daniels,South,75.88,35.6636,Consumer
Karen Daniels,West,325.7,129.4894,Consumer
Karen Ferguson,Central,639.83,103.9546,Home Office
Karen Ferguson,East,2633.51,632.4619,Home Office
Karen Ferguson,South,148.16,45.2831,Home Office
Karen Ferguson,West,7182.766,878.439,Home Office
Karen Seio,South,71.696,-1.5666,Corporate
Karen Seio,West,16.776,1.6776,Corporate
Karl Braun,Central,111.65,44.606,Consumer
Karl Braun,East,820.33,-101.7222,Consumer
Karl Braun,South,126.66,37.2,Consumer
Karl Braun,West,510.824,69.6355,Consumer
Katharine Harms,Central,622.37,8.4256,Corporate
Katharine Harms,East,2525.918,403.782,Corporate
Katharine Harms,South,140.81,39.4268,Corporate
Katharine Harms,West,23.766,3.1527,Corporate
Katherine Ducich,Central,775.01,-8.6192,Consumer
Katherine Ducich,East,940.434,275.3462,Consumer
Katherine Ducich,West,173.52,61.8672,Consumer
Katherine Hughes,Central,1232.78,17.3468,Consumer
Katherine Hughes,East,45.452,12.8364,Consumer
Katherine Hughes,South,1822.38,498.0219,Consumer
Katherine Murray,Central,1569.896,-101.5453,Home Office
Katherine Murray,East,2846.22,1071.7254,Home Office
Katherine Murray,South,288.33,130.6667,Home Office
Katherine Murray,West,915.74,-127.0566,Home Office
Katherine Nockton,Central,68.712,15.6534,Corporate
Katherine Nockton,East,2146.704,-131.4637,Corporate
Katherine Nockton,West,401.856,-35.3415,Corporate
Katrina Bavinger,East,697.525,209.5822,Home Office
Katrina Bavinger,West,211.296,64.7148,Home Office
Katrina Edelman,Central,315.7592,-17.0502,Corporate
Katrina Edelman,East,692.132,234.2953,Corporate
Katrina Edelman,South,170.352,10.647,Corporate
Katrina Edelman,West,508.488,169.9878,Corporate
Katrina Willman,Central,106.564,31.4481,Consumer
Katrina Willman,East,562.026,118.9848,Consumer
Katrina Willman,South,3747.93,1605.7021,Consumer
Kean Nguyen,Central,48.632,-121.58,Corporate
Kean Nguyen,East,274.2,112.422,Corporate
Kean Nguyen,South,1.167,-0.8558,Corporate
Kean Nguyen,West,1847.963,124.3221,Corporate
Kean Takahito,Central,1711.706,50.6738,Consumer
Kean Takahito,South,52.608,14.8718,Consumer
Kean Takahito,West,1292.786,188.4576,Consumer
Kean Thornton,Central,1225.5564,13.5854,Consumer
Kean Thornton,East,2587.676,149.0963,Consumer
Kean Thornton,South,80.48,24.144,Consumer
Kean Thornton,West,748.376,7.2414,Consumer
Keith Dawkins,Central,1007.354,225.4588,Corporate
Keith Dawkins,East,5871.738,2516.8114,Corporate
Keith Dawkins,South,295.044,100.1136,Corporate
Keith Dawkins,West,1007.12,196.2416,Corporate
Keith Herrera,Central,96.688,-53.1608,Consumer
Keith Herrera,South,1046.47,250.8226,Consumer
Keith Herrera,West,4809.701,458.4544,Consumer
Kelly Andreada,Central,186.048,67.4424,Consumer
Kelly Andreada,East,914.578,200.034,Consumer
Kelly Andreada,West,418.88,-32.557,Consumer
Kelly Collister,Central,2.296,-3.9032,Consumer
Kelly Collister,East,103.056,24.4758,Consumer
Kelly Collister,West,3802.91,688.8493,Consumer
Kelly Lampkin,Central,1003.486,-259.5362,Corporate
Kelly Lampkin,East,537.616,-26.3282,Corporate
Kelly Lampkin,South,2456.706,26.6542,Corporate
Kelly Lampkin,West,1018.68,76.4289,Corporate
Kelly Williams,Central,241.34,47.1344,Consumer
Kelly Williams,South,175.716,52.7826,Consumer
Kelly Williams,West,32.04,8.01,Consumer
Ken Black,Central,225.68,54.0839,Corporate
Ken Black,East,159.75,57.3174,Corporate
Ken Black,South,1380.746,170.0278,Corporate
Ken Black,West,978.566,297.926,Corporate
Ken Brennan,Central,292.592,113.8066,Corporate
Ken Brennan,East,629.95,163.787,Corporate
Ken Brennan,West,61.38,15.9588,Corporate
Ken Dana,East,146.688,45.84,Corporate
Ken Dana,West,2096.822,493.8819,Corporate
Ken Heidel,Central,86.264,31.1092,Corporate
Ken Heidel,East,2588.876,526.1472,Corporate
Ken Heidel,South,1044.44,127.9659,Corporate
Ken Heidel,West,199.386,42.1563,Corporate
Ken Lonsdale,Central,4517.295,146.926,Consumer
Ken Lonsdale,East,1185.54,233.3158,Consumer
Ken Lonsdale,West,8472.394,426.6132,Consumer
Khloe Miller,East,19.312,3.1382,Consumer
Khloe Miller,South,129.64,34.3474,Consumer
Khloe Miller,West,304.586,53.6535,Consumer
Kimberly Carter,South,699.054,64.1711,Corporate
Kimberly Carter,West,446.996,92.6086,Corporate
Kristen Hastings,East,51.45,13.8915,Corporate
Kristen Hastings,South,3769.56,1038.5751,Corporate
Kristen Hastings,West,2169.789,175.0425,Corporate
Kristina Nunn,Central,100.86,-183.1062,Home Office
Kristina Nunn,East,325.33,156.5065,Home Office
Kristina Nunn,South,475.68,30.5854,Home Office
Kristina Nunn,West,1378.71,325.7768,Home Office
Kunst Miller,Central,697.074,61.7937,Consumer
Kunst Miller,East,1953.86,440.4459,Consumer
Kunst Miller,West,2258.538,243.5289,Consumer
Larry Blacks,Central,1.988,-1.4413,Consumer
Larry Blacks,South,26.72,9.352,Consumer
Larry Blacks,West,21.48,10.74,Consumer
Larry Hughes,East,6.57,-5.037,Consumer
Larry Hughes,South,271.96,16.9975,Consumer
Larry Hughes,West,8.896,0.6672,Consumer
Larry Tron,East,74.352,23.235,Consumer
Larry Tron,West,255.524,35.801,Consumer
Laura Armstrong,Central,5076.47,1041.5898,Corporate
Laura Armstrong,East,2123.71,664.0879,Corporate
Laura Armstrong,South,661.504,68.949,Corporate
Laura Armstrong,West,811.538,284.4932,Corporate
Laurel Beltran,Central,3.136,-4.704,Home Office
Laurel Beltran,East,1465.068,380.3695,Home Office
Laurel Beltran,South,681.432,43.4442,Home Office
Laurel Beltran,West,2836.04,-471.3007,Home Office
Laurel Elliston,Central,223.382,-85.2639,Consumer
Laurel Elliston,East,29.9,5.083,Consumer
Laurel Elliston,South,771.4,197.469,Consumer
Laurel Elliston,West,444.768,44.4768,Consumer
Laurel Workman,Central,20.64,2.322,Corporate
Laurel Workman,East,765.494,239.3599,Corporate
Laurel Workman,South,581.104,68.3612,Corporate
Laurel Workman,West,870.823,-277.4664,Corporate
Lauren Leatherbury,East,17.46,5.9364,Consumer
Lauren Leatherbury,South,2614.71,511.28,Consumer
Lauren Leatherbury,West,109.034,42.7914,Consumer
Lela Donovan,Central,5.304,0.4641,Corporate
Lena Cacioppo,Central,449.458,-499.3606,Consumer
Lena Cacioppo,East,111.104,8.3328,Consumer
Lena Cacioppo,South,874.8,144.8492,Consumer
Lena Cacioppo,West,1145.342,157.9275,Consumer
Lena Creighton,Central,1126.948,-279.8508,Consumer
Lena Creighton,East,3220.272,1178.7636,Consumer
Lena Creighton,South,319.464,38.865,Consumer
Lena Creighton,West,2996.442,350.5691,Consumer
Lena Hernandez,Central,315.286,65.2235,Consumer
Lena Hernandez,East,450.046,74.4828,Consumer
Lena Hernandez,South,1406.856,340.1874,Consumer
Lena Hernandez,West,123.144,46.179,Consumer
Lena Radford,South,1174.368,-234.3405,Consumer
Lena Radford,West,3968.524,769.8169,Consumer
Linda Cazamias,Central,1719.81,51.8916,Corporate
Linda Cazamias,East,8.4,4.2,Corporate
Linda Cazamias,West,2764.736,232.1744,Corporate
Linda Southworth,Central,396.394,-359.7987,Corporate
Linda Southworth,East,85.916,10.0778,Corporate
Linda Southworth,West,2362.96,30.9472,Corporate
Lindsay Castell,East,37.776,10.5336,Home Office
Lindsay Castell,South,532.178,21.2794,Home Office
Lindsay Castell,West,2676.672,267.6672,Home Office
Lindsay Shagiari,Central,1170.75,27.5971,Home Office
Lindsay Shagiari,East,1415.96,177.788,Home Office
Lindsay Shagiari,West,401.964,57.2516,Home Office
Lindsay Williams,South,103.968,27.1934,Corporate
Lindsay Williams,West,3126.34,635.6405,Corporate
Lisa DeCherney,Central,257.98,74.8142,Consumer
Lisa DeCherney,East,1609.32,445.9008,Consumer
Lisa DeCherney,West,94.634,36.4564,Consumer
Lisa Hazard,Central,51.184,-79.3352,Consumer
Lisa Hazard,East,107.982,-26.9955,Consumer
Lisa Hazard,West,159.073,-136.4092,Consumer
Lisa Ryan,Central,547.997,-387.6759,Corporate
Lisa Ryan,East,847.809,-123.0432,Corporate
Lisa Ryan,West,483.5,127.9112,Corporate
Liz Carlisle,Central,30.56,-19.864,Consumer
Liz Carlisle,East,609.438,-131.5086,Consumer
Liz Carlisle,South,866.4,225.264,Consumer
Liz Carlisle,West,588.666,12.8866,Consumer
Liz MacKendrick,East,700.644,-123.9822,Consumer
Liz MacKendrick,South,646.13,79.1042,Consumer
Liz Pelletier,West,756.606,110.7813,Consumer
Liz Preis,Central,2488.907,227.9136,Consumer
Liz Preis,East,548.96,34.974,Consumer
Liz Preis,South,249.88,31.1756,Consumer
Liz Preis,West,365.652,44.3822,Consumer
Liz Thompson,Central,634.113,14.6016,Consumer
Liz Thompson,East,291.702,-22.0242,Consumer
Liz Thompson,South,922.61,244.4098,Consumer
Liz Thompson,West,1087.827,83.9858,Consumer
Liz Willingham,East,10.36,5.0764,Consumer
Liz Willingham,South,1120.73,165.8033,Consumer
Liz Willingham,West,127.95,21.7515,Consumer
Logan Currie,Central,184.242,-211.2254,Consumer
Logan Currie,East,1408.346,144.1339,Consumer
Logan Currie,South,859.14,249.1506,Consumer
Logan Currie,West,181.854,49.0661,Consumer
Logan Haushalter,Central,625.089,35.187,Consumer
Logan Haushalter,East,79.384,29.769,Consumer
Logan Haushalter,West,1035.216,251.5642,Consumer
Lori Olson,Central,125.98,-9.7236,Corporate
Lori Olson,East,295.42,125.4404,Corporate
Lori Olson,South,176.63,16.3896,Corporate
Lori Olson,West,46.32,18.0648,Corporate
Luke Foster,Central,2680.692,-3805.549,Consumer
Luke Foster,East,1021.439,165.1389,Consumer
Luke Foster,South,9.568,3.4684,Consumer
Luke Foster,West,218.81,52.9647,Consumer
Luke Schmidt,Central,197.288,47.4476,Corporate
Luke Schmidt,East,100.616,18.6496,Corporate
Luke Schmidt,South,605.34,145.2816,Corporate
Luke Schmidt,West,107.012,32.8182,Corporate
Luke Weiss,Central,118.822,23.9664,Consumer
Luke Weiss,East,5048.186,773.1004,Consumer
Luke Weiss,West,253.506,40.1743,Consumer
Lycoris Saunders,Central,253.34,-6.1662,Consumer
Lycoris Saunders,East,96.1,36.0302,Consumer
Lycoris Saunders,West,19.44,9.3312,Consumer
Lynn Smith,Central,337.828,106.8038,Consumer
Lynn Smith,East,414.63,139.1934,Consumer
Lynn Smith,South,47.976,4.7976,Consumer
Lynn Smith,West,207.702,97.5636,Consumer
Magdelene Morse,East,1177.063,127.042,Consumer
Magdelene Morse,West,136.96,51.36,Consumer
Marc Crier,East,41.374,-13.8847,Consumer
Marc Crier,South,575.55,171.7854,Consumer
Marc Crier,West,2109.058,303.1007,Consumer
Marc Harrigan,East,987.188,-233.054,Home Office
Marc Harrigan,South,62.752,21.9632,Home Office
Marc Harrigan,West,1344.085,239.852,Home Office
Maria Bertelson,Central,321.202,-26.7895,Consumer
Maria Bertelson,East,620.914,97.801,Consumer
Maria Bertelson,South,19.584,6.9696,Consumer
Maria Bertelson,West,587.002,134.4439,Consumer
Maria Etezadi,Central,1737.256,14.7474,Home Office
Maria Etezadi,South,5156.56,1489.1767,Home Office
Maria Etezadi,West,3769.912,355.5454,Home Office
Maria Zettner,West,593.606,85.0191,Home Office
Maribeth Dona,Central,933.408,-173.3472,Consumer
Maribeth Dona,East,1677.584,-163.5222,Consumer
Maribeth Dona,South,105.42,51.6558,Consumer
Maribeth Dona,West,1049.97,43.2636,Consumer
Maribeth Schnelling,Central,678.4,-340.9786,Consumer
Maribeth Schnelling,East,2292.344,602.1206,Consumer
Maribeth Schnelling,South,4.608,1.6704,Consumer
Maribeth Schnelling,West,4468.338,582.1231,Consumer
Maribeth Yedwab,Central,73.68,24.2052,Corporate
Maribeth Yedwab,East,547.3,175.136,Corporate
Maribeth Yedwab,South,76.521,16.536,Corporate
Maribeth Yedwab,West,1556.784,103.2439,Corporate
Marina Lichtenstein,East,946.42,298.0024,Corporate
Marina Lichtenstein,South,22.549,-4.9428,Corporate
Marina Lichtenstein,West,1753.874,391.8566,Corporate
Maris LaWare,Central,534.31,151.697,Consumer
Maris LaWare,East,1052.054,239.495,Consumer
Maris LaWare,West,1335.136,-467.3675,Consumer
Mark Cousins,Central,729.528,131.1747,Corporate
Mark Cousins,East,130.4,57.1984,Corporate
Mark Cousins,South,3236.41,1556.6952,Corporate
Mark Cousins,West,335.8,57.322,Corporate
Mark Haberlin,Central,241.5,0,Corporate
Mark Haberlin,East,37.768,12.5795,Corporate
Mark Haberlin,South,103.5,42.8123,Corporate
Mark Haberlin,West,17.248,6.0368,Corporate
Mark Hamilton,Central,1825.028,429.06,Consumer
Mark Hamilton,East,388.85,20.0943,Consumer
Mark Hamilton,South,47.952,16.1838,Consumer
Mark Hamilton,West,194.352,19.4352,Consumer
Mark Packer,Central,1194.866,273.9759,Home Office
Mark Packer,East,1750.956,229.0888,Home Office
Mark Packer,South,260.31,97.2226,Home Office
Mark Van Huff,Central,142.52,-18.624,Consumer
Mark Van Huff,East,463.924,152.6288,Consumer
Mark Van Huff,South,359.97,79.1934,Consumer
Mark Van Huff,West,593.636,-24.1724,Consumer
Mary O'Rourke,Central,151.027,-48.1241,Consumer
Mary O'Rourke,East,771.46,107.4818,Consumer
Mary Zewe,Central,22.16,-24.8936,Corporate
Mary Zewe,East,362.588,18.8798,Corporate
Mary Zewe,West,2180.158,793.7641,Corporate
MaryBeth Skach,East,21.396,-10.7366,Consumer
MaryBeth Skach,South,301.96,45.294,Consumer
MaryBeth Skach,West,152.3,49.4694,Consumer
Mathew Reese,Central,7.68,-11.52,Home Office
Mathew Reese,East,578.738,150.1867,Home Office
Mathew Reese,West,52.76,24.2696,Home Office
Matt Abelman,Central,1309.693,497.7403,Home Office
Matt Abelman,East,2281.84,627.1067,Home Office
Matt Abelman,West,707.628,115.3796,Home Office
Matt Collins,Central,36.294,9.2499,Consumer
Matt Collins,East,560.763,72.0081,Consumer
Matt Collins,South,98.446,-7.7228,Consumer
Matt Collins,West,608.39,137.2141,Consumer
Matt Collister,Central,1406.917,-125.5219,Corporate
Matt Collister,East,855.6,367.3324,Corporate
Matt Collister,West,163.55,47.1736,Corporate
Matt Connell,Central,1181.006,14.9213,Corporate
Matt Connell,East,15.232,1.504,Corporate
Matt Connell,South,862.994,116.5261,Corporate
Matt Connell,West,198.96,62.4972,Corporate
Matt Hagelstein,Central,6.816,-11.5872,Corporate
Matt Hagelstein,East,30.96,11.223,Corporate
Matt Hagelstein,West,1215.024,122.7254,Corporate
Matthew Clasen,Central,283.206,-275.1387,Corporate
Matthew Clasen,West,511.948,27.1952,Corporate
Matthew Grinstein,Central,2017.372,395.8616,Home Office
Matthew Grinstein,East,457.568,-78.328,Home Office
Matthew Grinstein,West,1310.336,24.3644,Home Office
Maureen Fritzler,East,137.508,51.1404,Corporate
Maureen Fritzler,South,247.546,67.3206,Corporate
Maureen Fritzler,West,551.985,-459.9875,Corporate
Maureen Gastineau,East,835.002,-111.5642,Home Office
Maureen Gastineau,West,1515.186,137.4528,Home Office
Maureen Gnade,Central,145.504,-392.8595,Consumer
Maureen Gnade,East,1196.778,-5.9337,Consumer
Maurice Satty,Central,561.972,-60.9916,Consumer
Maurice Satty,East,469.398,55.5471,Consumer
Maurice Satty,South,498.93,244.2543,Consumer
Maurice Satty,West,83.102,8.625,Consumer
Max Engle,Central,798.4012,-174.256,Consumer
Max Engle,East,155.94,45.2226,Consumer
Max Engle,South,750.77,192.3873,Consumer
Max Engle,West,203.342,14.4589,Consumer
Max Jones,Central,895.92,421.0824,Consumer
Max Jones,East,339.796,56.2188,Consumer
Max Jones,South,175.32,-77.9315,Consumer
Max Jones,West,4909.71,655.1832,Consumer
Max Ludwig,Central,521.472,127.2507,Home Office
Max Ludwig,East,674.304,86.6208,Home Office
Max Ludwig,South,158.81,63.3456,Home Office
Max Ludwig,West,717.328,132.2941,Home Office
Maxwell Schwartz,Central,279.944,48.9902,Consumer
Maxwell Schwartz,East,1033.48,88.5085,Consumer
Maxwell Schwartz,South,37.44,18.564,Consumer
Maxwell Schwartz,West,1793.814,124.7957,Consumer
Maya Herman,Central,9.248,3.3524,Corporate
Maya Herman,East,295.654,99.8931,Corporate
Maya Herman,West,1898.876,135.3159,Corporate
Meg O'Connel,Central,376.215,-107.4387,Home Office
Meg O'Connel,East,311.912,17.5904,Home Office
Meg O'Connel,South,830.24,238.1896,Home Office
Meg O'Connel,West,168.66,21.0024,Home Office
Meg Tillman,Central,34.048,11.0288,Consumer
Meg Tillman,East,335.38,74.975,Consumer
Meg Tillman,South,2503.47,421.2234,Consumer
Meg Tillman,West,17.241,1.7796,Consumer
Melanie Seite,Central,40.544,10.918,Consumer
Melanie Seite,East,249.884,-20.258,Consumer
Melanie Seite,West,79.92,28.7712,Consumer
Michael Chen,Central,358.548,1.8465,Consumer
Michael Chen,East,6.03,2.9547,Consumer
Michael Chen,South,647.41,238.0796,Consumer
Michael Chen,West,2793.726,455.5366,Consumer
Michael Dominguez,Central,1023.904,-38.2472,Corporate
Michael Dominguez,East,161.998,46.8789,Corporate
Michael Dominguez,South,19.008,-12.672,Corporate
Michael Grace,Central,807.789,-530.163,Home Office
Michael Grace,East,207.48,62.244,Home Office
Michael Grace,South,227.564,-2.8494,Home Office
Michael Granlund,Central,8.736,-4.8048,Home Office
Michael Granlund,East,416.23,134.7656,Home Office
Michael Granlund,West,351.418,41.7764,Home Office
Michael Kennedy,Central,841.248,-695.5944,Corporate
Michael Kennedy,East,1179.27,311.3476,Corporate
Michael Kennedy,South,238.978,-33.4161,Corporate
Michael Kennedy,West,42.872,12.307,Corporate
Michael Moore,Central,823.748,86.9514,Consumer
Michael Moore,East,1113,-355.001,Consumer
Michael Moore,South,1691.36,332.2496,Consumer
Michael Moore,West,165.972,17.925,Consumer
Michael Nguyen,Central,595.376,31.1684,Consumer
Michael Nguyen,East,1153.602,319.3209,Consumer
Michael Nguyen,South,728.968,-59.6666,Consumer
Michael Oakman,Central,130.288,-79.3074,Consumer
Michael Oakman,South,24,-2.7,Consumer
Michael Paige,Central,2493.72,333.7187,Corporate
